1.35e-06,7.8831
1.3501e-06,8.0971
1.3502e-06,7.9478
1.3503e-06,7.9979
1.3504e-06,7.922
1.3505e-06,7.9398
1.3506e-06,7.9327
1.3507e-06,7.9529
1.3508e-06,8.0276
1.3509e-06,7.9734
1.351e-06,8.101
1.3511e-06,7.9698
1.3512e-06,8.0429
1.3513e-06,7.996
1.3514e-06,7.98
1.3515e-06,7.9714
1.3516e-06,7.8618
1.3517e-06,7.8285
1.3518e-06,7.8458
1.3519e-06,7.8764
1.352e-06,7.7908
1.3521e-06,7.8974
1.3522e-06,7.9461
1.3523e-06,7.882
1.3524e-06,7.9044
1.3525e-06,7.8543
1.3526e-06,7.7685
1.3527e-06,7.7542
1.3528e-06,7.8411
1.3529e-06,7.9577
1.353e-06,7.8931
1.3531e-06,7.8604
1.3532e-06,7.7653
1.3533e-06,7.8432
1.3534e-06,7.7681
1.3535e-06,7.817
1.3536e-06,8.0444
1.3537e-06,7.8065
1.3538e-06,7.8294
1.3539e-06,7.8303
1.354e-06,7.8432
1.3541e-06,7.8099
1.3542e-06,7.5586
1.3543e-06,7.7555
1.3544e-06,7.7587
1.3545e-06,7.6502
1.3546e-06,7.6386
1.3547e-06,7.7798
1.3548e-06,7.7641
1.3549e-06,7.6669
1.355e-06,7.8022
1.3551e-06,7.7833
1.3552e-06,7.7061
1.3553e-06,7.7375
1.3554e-06,7.6916
1.3555e-06,7.673
1.3556e-06,7.7356
1.3557e-06,7.6401
1.3558e-06,7.6735
1.3559e-06,7.6066
1.356e-06,7.7233
1.3561e-06,7.7556
1.3562e-06,7.7161
1.3563e-06,7.7219
1.3564e-06,7.6408
1.3565e-06,7.7755
1.3566e-06,7.6677
1.3567e-06,7.713
1.3568e-06,7.7674
1.3569e-06,7.6698
1.357e-06,7.7501
1.3571e-06,7.5704
1.3572e-06,7.6776
1.3573e-06,7.575
1.3574e-06,7.6351
1.3575e-06,7.5109
1.3576e-06,7.5235
1.3577e-06,7.5892
1.3578e-06,7.631
1.3579e-06,7.8157
1.358e-06,7.6268
1.3581e-06,7.5685
1.3582e-06,7.6601
1.3583e-06,7.5916
1.3584e-06,7.5271
1.3585e-06,7.572
1.3586e-06,7.518
1.3587e-06,7.5328
1.3588e-06,7.7333
