1.35e-06,8.703
1.3501e-06,8.7322
1.3502e-06,8.6748
1.3503e-06,8.5932
1.3504e-06,8.5665
1.3505e-06,8.5684
1.3506e-06,8.5508
1.3507e-06,8.6063
1.3508e-06,8.7008
1.3509e-06,8.5083
1.351e-06,8.7007
1.3511e-06,8.601
1.3512e-06,8.6244
1.3513e-06,8.6326
1.3514e-06,8.6771
1.3515e-06,8.6184
1.3516e-06,8.535
1.3517e-06,8.553
1.3518e-06,8.5714
1.3519e-06,8.6384
1.352e-06,8.5924
1.3521e-06,8.6131
1.3522e-06,8.6725
1.3523e-06,8.647
1.3524e-06,8.5209
1.3525e-06,8.504
1.3526e-06,8.4641
1.3527e-06,8.4781
1.3528e-06,8.4643
1.3529e-06,8.5054
1.353e-06,8.5691
1.3531e-06,8.5013
1.3532e-06,8.4176
1.3533e-06,8.56
1.3534e-06,8.4195
1.3535e-06,8.5778
1.3536e-06,8.6585
1.3537e-06,8.3685
1.3538e-06,8.4981
1.3539e-06,8.4379
1.354e-06,8.5398
1.3541e-06,8.5213
1.3542e-06,8.3811
1.3543e-06,8.3709
1.3544e-06,8.4417
1.3545e-06,8.4149
1.3546e-06,8.4055
1.3547e-06,8.4284
1.3548e-06,8.3982
1.3549e-06,8.3352
1.355e-06,8.4315
1.3551e-06,8.3994
1.3552e-06,8.4126
1.3553e-06,8.3949
1.3554e-06,8.3774
1.3555e-06,8.4215
1.3556e-06,8.4543
1.3557e-06,8.354
1.3558e-06,8.3688
1.3559e-06,8.3517
1.356e-06,8.3142
1.3561e-06,8.4165
1.3562e-06,8.4942
1.3563e-06,8.5797
1.3564e-06,8.314
1.3565e-06,8.4781
1.3566e-06,8.4027
1.3567e-06,8.3408
1.3568e-06,8.425
1.3569e-06,8.2725
1.357e-06,8.3368
1.3571e-06,8.3951
1.3572e-06,8.2268
1.3573e-06,8.2457
1.3574e-06,8.2941
1.3575e-06,8.2688
1.3576e-06,8.2078
1.3577e-06,8.2955
1.3578e-06,8.2197
1.3579e-06,8.3666
1.358e-06,8.3796
1.3581e-06,8.209
1.3582e-06,8.309
1.3583e-06,8.3832
1.3584e-06,8.1031
1.3585e-06,8.3108
1.3586e-06,8.2614
1.3587e-06,8.2435
1.3588e-06,8.3353
1.3589e-06,8.3511
1.359e-06,8.1858
1.3591e-06,8.2899
1.3592e-06,8.2971
1.3593e-06,8.2165
1.3594e-06,8.3504
1.3595e-06,8.1734
1.3596e-06,8.1211
1.3597e-06,8.1395
1.3598e-06,8.0721
1.3599e-06,8.3586
1.36e-06,8.2255
1.3601e-06,8.1722
1.3602e-06,8.1465
1.3603e-06,8.0913
1.3604e-06,8.1575
1.3605e-06,8.1544
1.3606e-06,8.1459
1.3607e-06,8.2218
1.3608e-06,8.1398
1.3609e-06,8.1762
1.361e-06,8.1038
1.3611e-06,8.1282
1.3612e-06,8.0536
1.3613e-06,8.1103
1.3614e-06,8.2109
1.3615e-06,8.1242
1.3616e-06,8.0169
1.3617e-06,8.0741
1.3618e-06,7.9338
1.3619e-06,8.0584
1.362e-06,8.0772
1.3621e-06,8.1655
1.3622e-06,8.0413
1.3623e-06,7.9746
1.3624e-06,7.9776
1.3625e-06,8.0285
1.3626e-06,8.0127
1.3627e-06,8.1727
1.3628e-06,8.1438
1.3629e-06,8.1167
1.363e-06,8.0999
1.3631e-06,8.1068
1.3632e-06,8.2019
1.3633e-06,8.1057
1.3634e-06,8.1629
1.3635e-06,8.1798
1.3636e-06,8.0877
1.3637e-06,8.1298
1.3638e-06,8.0366
1.3639e-06,8.115
1.364e-06,8.0085
1.3641e-06,7.9962
1.3642e-06,8.1851
1.3643e-06,8.069
1.3644e-06,7.9337
1.3645e-06,7.8465
1.3646e-06,7.9691
1.3647e-06,7.9863
1.3648e-06,7.9342
1.3649e-06,8.0503
1.365e-06,7.9596
1.3651e-06,7.9073
1.3652e-06,8.0484
1.3653e-06,7.9031
1.3654e-06,7.9799
1.3655e-06,8.114
1.3656e-06,7.856
1.3657e-06,7.9355
1.3658e-06,7.8196
1.3659e-06,7.8907
1.366e-06,8.0661
1.3661e-06,8.0264
1.3662e-06,7.9839
1.3663e-06,7.9223
1.3664e-06,8.028
1.3665e-06,7.9749
1.3666e-06,7.8897
1.3667e-06,7.8981
1.3668e-06,7.8675
1.3669e-06,8.0155
1.367e-06,7.8363
1.3671e-06,7.8374
1.3672e-06,7.9663
1.3673e-06,7.76
1.3674e-06,7.9152
1.3675e-06,7.7944
1.3676e-06,7.8958
1.3677e-06,7.9225
1.3678e-06,7.8737
1.3679e-06,7.9524
1.368e-06,7.8831
1.3681e-06,7.8162
1.3682e-06,7.8158
1.3683e-06,7.9295
1.3684e-06,7.8525
1.3685e-06,7.8629
1.3686e-06,7.8298
1.3687e-06,7.6762
1.3688e-06,7.7562
1.3689e-06,7.8138
1.369e-06,7.8559
1.3691e-06,7.8135
1.3692e-06,7.8253
1.3693e-06,7.8488
1.3694e-06,7.6902
1.3695e-06,7.8364
1.3696e-06,7.8248
1.3697e-06,7.7479
1.3698e-06,7.7784
1.3699e-06,7.7361
1.37e-06,7.8024
1.3701e-06,7.7324
1.3702e-06,7.8038
1.3703e-06,7.8728
1.3704e-06,7.6699
1.3705e-06,7.8393
1.3706e-06,7.8372
1.3707e-06,7.7573
1.3708e-06,7.6516
1.3709e-06,7.6347
1.371e-06,7.7118
1.3711e-06,7.7181
1.3712e-06,7.7044
1.3713e-06,7.7414
1.3714e-06,7.6684
1.3715e-06,7.7393
1.3716e-06,7.7207
1.3717e-06,7.6482
1.3718e-06,7.8078
1.3719e-06,7.7363
1.372e-06,7.6951
1.3721e-06,7.6621
1.3722e-06,7.6003
1.3723e-06,7.8028
1.3724e-06,7.6161
1.3725e-06,7.6717
1.3726e-06,7.6959
1.3727e-06,7.6231
1.3728e-06,7.6847
1.3729e-06,7.5614
1.373e-06,7.7024
1.3731e-06,7.6206
1.3732e-06,7.5662
1.3733e-06,7.4643
1.3734e-06,7.6212
1.3735e-06,7.5005
1.3736e-06,7.7102
1.3737e-06,7.595
1.3738e-06,7.6332
1.3739e-06,7.4554
1.374e-06,7.7153
1.3741e-06,7.6799
1.3742e-06,7.4753
1.3743e-06,7.5587
1.3744e-06,7.6101
1.3745e-06,7.5026
1.3746e-06,7.4873
1.3747e-06,7.4679
1.3748e-06,7.562
1.3749e-06,7.5769
1.375e-06,7.5299
1.3751e-06,7.4658
1.3752e-06,7.5508
1.3753e-06,7.6536
1.3754e-06,7.4254
1.3755e-06,7.4821
1.3756e-06,7.5362
1.3757e-06,7.6428
1.3758e-06,7.7118
1.3759e-06,7.4723
1.376e-06,7.4274
1.3761e-06,7.4554
1.3762e-06,7.5915
1.3763e-06,7.5578
1.3764e-06,7.4853
1.3765e-06,7.5128
1.3766e-06,7.6777
1.3767e-06,7.5165
1.3768e-06,7.5072
1.3769e-06,7.5464
1.377e-06,7.4742
1.3771e-06,7.4473
1.3772e-06,7.4315
1.3773e-06,7.5167
1.3774e-06,7.4852
1.3775e-06,7.4526
1.3776e-06,7.318
1.3777e-06,7.4
1.3778e-06,7.4119
1.3779e-06,7.4724
1.378e-06,7.5387
1.3781e-06,7.3251
1.3782e-06,7.4706
1.3783e-06,7.3596
1.3784e-06,7.2598
1.3785e-06,7.4393
1.3786e-06,7.3011
1.3787e-06,7.3747
1.3788e-06,7.4601
1.3789e-06,7.4113
1.379e-06,7.3344
1.3791e-06,7.3624
1.3792e-06,7.3731
1.3793e-06,7.334
1.3794e-06,7.2853
1.3795e-06,7.3244
1.3796e-06,7.4927
1.3797e-06,7.4622
1.3798e-06,7.3812
1.3799e-06,7.2258
1.38e-06,7.3362
1.3801e-06,7.4153
1.3802e-06,7.3283
1.3803e-06,7.2844
1.3804e-06,7.3338
1.3805e-06,7.1686
1.3806e-06,7.3609
1.3807e-06,7.2392
1.3808e-06,7.3723
1.3809e-06,7.2101
1.381e-06,7.1831
1.3811e-06,7.2577
1.3812e-06,7.3391
1.3813e-06,7.3112
1.3814e-06,7.244
1.3815e-06,7.3039
1.3816e-06,7.2398
1.3817e-06,7.2305
1.3818e-06,7.1929
1.3819e-06,7.2786
1.382e-06,7.1577
1.3821e-06,7.1423
1.3822e-06,7.2362
1.3823e-06,7.2806
1.3824e-06,7.1738
1.3825e-06,7.1353
1.3826e-06,7.2191
1.3827e-06,7.1765
1.3828e-06,7.0667
1.3829e-06,7.0597
1.383e-06,7.309
1.3831e-06,7.1394
1.3832e-06,7.0392
1.3833e-06,7.0552
1.3834e-06,7.0445
1.3835e-06,7.1831
1.3836e-06,7.2518
1.3837e-06,7.146
1.3838e-06,7.1562
1.3839e-06,7.1266
1.384e-06,7.2049
1.3841e-06,7.054
1.3842e-06,7.1018
1.3843e-06,7.1325
